WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
33,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,3,Bertens K.,Minella M.,4,98,5430,645,6,3,6,2,,,2,0,Completed,1.04,13,1.05,13.36,1.06,16.5,1.04,11.6
33,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,3,Riske A.,Vekic D.,55,22,1077,2180,3,6,6,3,7,5,2,1,Completed,2.37,1.57,2.32,1.67,2.53,1.73,2.27,1.64
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Sakkari M.,Bouzkova M.,32,115,1670,547,6,4,6,1,,,2,0,Completed,1.22,4.33,1.25,4.32,1.29,4.4,1.24,4.1
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Svitolina E.,Gasparyan M.,8,62,3868,929,5,7,6,5,,,0,1,Retired,1.5,2.62,1.59,2.49,1.64,2.62,1.55,2.46
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Tomljanovic A.,40,49,1320,1150,6,2,6,0,,,2,0,Completed,1.36,3.2,1.35,3.45,1.4,3.45,1.35,3.24
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Muchova K.,Brengle M.,68,85,838,704,6,3,6,4,,,2,0,Completed,1.44,2.75,1.42,3.08,1.5,3.08,1.44,2.8
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Hsieh S.W.,Flipkens K.,29,103,1885,593,7,6,6,3,,,2,0,Completed,1.44,2.75,1.48,2.84,1.51,2.85,1.45,2.74
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Pliskova Ka.,Puig M.,3,52,6055,1113,6,0,6,4,,,2,0,Completed,1.08,8,1.1,8.57,1.11,9.3,1.09,7.69
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Kontaveit A.,Watson H.,20,122,2335,531,7,5,6,1,,,2,0,Completed,1.4,3,1.38,3.27,1.42,3.27,1.37,3.09
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Golubic V.,Putintseva Y.,81,39,723,1355,6,4,7,6,,,2,0,Completed,3,1.4,3.01,1.43,3.1,1.44,2.94,1.4
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Yastremska D.,Kenin S.,35,28,1504,1895,7,5,4,6,6,3,2,1,Completed,2.37,1.57,2.32,1.67,2.38,1.69,2.3,1.62
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Halep S.,Buzarnescu M.,7,53,4063,1106,6,3,4,6,6,2,2,1,Completed,1.14,5.5,1.17,5.84,1.19,5.95,1.16,5.36
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Zhang S.,Wickmayer Y.,50,148,1145,394,6,3,6,2,,,2,0,Completed,1.61,2.3,1.74,2.2,1.74,2.33,1.67,2.21
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Wozniacki C.,Kudermetova V.,19,59,2418,994,7,6,6,3,,,2,0,Completed,1.53,2.5,1.58,2.51,1.63,2.53,1.57,2.4
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Martic P.,Potapova A.,24,71,2105,815,3,6,6,3,6,4,2,1,Completed,1.22,4.33,1.22,4.81,1.27,4.81,1.22,4.37
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Collins D.,Sevastova A.,34,12,1518,3296,4,6,6,4,6,3,2,1,Completed,3.75,1.28,3.46,1.35,3.75,1.36,3.43,1.31
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Hercog P.,Keys M.,60,16,989,2615,6,2,6,4,,,2,0,Completed,4.33,1.22,4.42,1.25,4.42,1.26,4.11,1.24
33,London,Wimbledon,03/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Gauff C.,Rybarikova M.,313,139,148,423,6,3,6,3,,,2,0,Completed,2.2,1.66,2.2,1.74,2.41,1.74,2.26,1.64
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Barty A.,Van Uytvanck A.,1,58,6495,1030,6,1,6,3,,,2,0,Completed,1.07,9,1.06,11.41,1.08,11.41,1.06,9.32
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Dart H.,Haddad Maia B.,182,121,325,531,7,6,3,6,6,1,2,1,Completed,3,1.4,3.17,1.4,3.17,1.43,2.99,1.4
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Stephens S.,Wang Yaf.,9,57,3682,1038,6,0,6,2,,,2,0,Completed,1.36,3.2,1.36,3.39,1.38,3.44,1.34,3.26
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Wang Q.,Zidansek T.,15,61,2752,950,6,1,6,2,,,2,0,Completed,1.3,3.5,1.35,3.46,1.38,3.54,1.34,3.3
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Strycova B.,Siegemund L.,54,82,1100,718,6,3,7,5,,,2,0,Completed,1.2,4.5,1.22,4.85,1.22,5.05,1.2,4.63
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Riske A.,Jorovic I.,55,99,1077,626,6,2,6,7,9,7,2,1,Completed,1.12,6,1.16,6.12,1.18,6.8,1.14,5.77
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Kvitova P.,Mladenovic K.,6,48,4555,1155,7,5,6,2,,,2,0,Completed,1.28,3.75,1.29,3.98,1.32,4.05,1.28,3.74
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Suarez Navarro C.,Parmentier P.,31,88,1732,699,7,6,7,6,,,2,0,Completed,1.25,4,1.28,4,1.31,4.1,1.27,3.82
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Mertens E.,Niculescu M.,21,111,2195,556,7,5,6,0,,,2,0,Completed,1.22,4.33,1.23,4.63,1.27,4.63,1.23,4.23
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Bertens K.,Townsend T.,4,123,5430,530,3,6,7,6,6,2,2,1,Completed,1.08,8,1.08,9.32,1.1,10.2,1.08,8.11
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Davis L.,Kerber A.,95,5,665,4805,2,6,6,2,6,1,2,1,Completed,9,1.07,10.74,1.07,11.25,1.1,8.98,1.07
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Konta J.,Siniakova K.,18,38,2430,1387,6,3,6,4,,,2,0,Completed,1.3,3.5,1.3,3.85,1.34,3.85,1.3,3.55
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Goerges J.,Flink V.,17,141,2605,419,6,1,6,4,,,2,0,Completed,1.12,6,1.14,6.51,1.16,7,1.13,6.13
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Linette M.,Anisimova A.,75,26,785,1949,6,4,7,5,,,2,0,Completed,4.33,1.22,4.13,1.27,4.65,1.29,4.02,1.25
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Williams S.,Juvan K.,10,133,3411,464,2,6,6,2,6,4,2,1,Completed,1.11,6.5,1.15,6.23,1.16,7,1.13,6.07
33,London,Wimbledon,04/07/2019,Grand Slam,Outdoor,Grass,2nd Round,3,Bencic B.,Kanepi K.,13,76,3073,775,6,3,6,1,,,2,0,Completed,1.22,4.33,1.21,5,1.25,5.15,1.2,4.57
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Svitolina E.,Sakkari M.,8,32,3868,1670,6,3,6,7,6,2,2,1,Completed,2.2,1.66,2.14,1.78,2.23,1.8,2.12,1.72
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Zhang S.,Wozniacki C.,50,19,1145,2418,6,4,6,2,,,2,0,Completed,3.5,1.3,3.74,1.31,3.74,1.36,3.49,1.31
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Pliskova Ka.,Hsieh S.W.,3,29,6055,1885,6,3,2,6,6,4,2,1,Completed,1.16,5,1.21,4.9,1.23,5.1,1.2,4.63
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Yastremska D.,Golubic V.,35,81,1504,723,7,5,6,3,,,2,0,Completed,1.22,4.33,1.26,4.25,1.3,4.33,1.25,4.04
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Muchova K.,Kontaveit A.,68,20,838,2335,7,6,6,3,,,2,0,Completed,2.37,1.57,2.34,1.66,2.41,1.94,2.29,1.63
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Martic P.,Collins D.,24,34,2105,1518,6,4,3,6,6,4,2,1,Completed,1.44,2.75,1.42,3.09,1.46,3.09,1.42,2.88
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Halep S.,Azarenka V.,7,40,4063,1320,6,3,6,1,,,2,0,Completed,1.8,2,1.72,2.23,1.91,2.23,1.77,2.06
33,London,Wimbledon,05/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Gauff C.,Hercog P.,313,60,148,989,3,6,7,6,7,5,2,1,Completed,1.57,2.37,1.69,2.28,1.69,2.5,1.59,2.36
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Kvitova P.,Linette M.,6,75,4555,785,6,3,6,2,,,2,0,Completed,1.14,5.5,1.14,6.46,1.17,6.6,1.14,5.83
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Mertens E.,Wang Q.,21,15,2195,2752,6,2,6,7,6,4,2,1,Completed,1.66,2.2,1.74,2.21,1.77,2.3,1.7,2.17
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Riske A.,Bencic B.,55,13,1077,3073,4,6,6,4,6,4,2,1,Completed,2.75,1.44,2.88,1.47,3.06,1.48,2.82,1.43
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Suarez Navarro C.,Davis L.,31,95,1732,665,6,3,6,3,,,2,0,Completed,1.72,2.1,1.76,2.18,1.81,2.18,1.74,2.09
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Williams S.,Goerges J.,10,17,3411,2605,6,3,6,4,,,2,0,Completed,1.5,2.62,1.52,2.71,1.53,2.71,1.5,2.61
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Barty A.,Dart H.,1,182,6495,325,6,1,6,1,,,2,0,Completed,1.04,13,1.03,16.28,1.05,21,1.03,13.64
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Strycova B.,Bertens K.,54,4,1100,5430,7,5,6,1,,,2,0,Completed,2.5,1.53,2.52,1.58,2.72,1.61,2.45,1.56
33,London,Wimbledon,06/07/2019,Grand Slam,Outdoor,Grass,3rd Round,3,Konta J.,Stephens S.,18,9,2430,3682,3,6,6,4,6,1,2,1,Completed,1.5,2.62,1.54,2.63,1.56,2.71,1.51,2.59
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Svitolina E.,Martic P.,8,24,3868,2105,6,4,6,2,,,2,0,Completed,1.8,2,1.95,1.95,2,2.14,1.89,1.93
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Riske A.,Barty A.,55,1,1077,6495,3,6,6,2,6,3,2,1,Completed,6,1.12,7.23,1.13,7.45,1.15,6.47,1.12
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Strycova B.,Mertens E.,54,21,1100,2195,4,6,7,5,6,2,2,1,Completed,2,1.8,2.07,1.85,2.07,2,1.95,1.87
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Zhang S.,Yastremska D.,50,35,1145,1504,6,4,1,6,6,2,2,1,Completed,2.5,1.53,2.67,1.54,2.71,1.56,2.56,1.51
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Muchova K.,Pliskova Ka.,68,3,838,6055,4,6,7,5,13,11,2,1,Completed,6,1.12,6.11,1.16,6.4,1.18,5.76,1.14
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Williams S.,Suarez Navarro C.,10,31,3411,1732,6,2,6,2,,,2,0,Completed,1.12,6,1.14,6.83,1.15,7.19,1.12,6.29
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Halep S.,Gauff C.,7,313,4063,148,6,3,6,3,,,2,0,Completed,1.16,5,1.17,5.79,1.2,5.79,1.17,5.18
33,London,Wimbledon,08/07/2019,Grand Slam,Outdoor,Grass,4th Round,3,Konta J.,Kvitova P.,18,6,2430,4555,4,6,6,2,6,4,2,1,Completed,2.5,1.53,2.62,1.56,2.62,1.61,2.5,1.54
33,London,Wimbledon,09/07/2019,Grand Slam,Outdoor,Grass,Quarterfinals,3,Halep S.,Zhang S.,7,50,4063,1145,7,6,6,1,,,2,0,Completed,1.2,4.5,1.22,4.86,1.24,5.05,1.2,4.61
33,London,Wimbledon,09/07/2019,Grand Slam,Outdoor,Grass,Quarterfinals,3,Williams S.,Riske A.,10,55,3411,1077,6,4,4,6,6,3,2,1,Completed,1.25,4,1.28,4.13,1.3,4.2,1.27,3.86
33,London,Wimbledon,09/07/2019,Grand Slam,Outdoor,Grass,Quarterfinals,3,Svitolina E.,Muchova K.,8,68,3868,838,7,5,6,4,,,2,0,Completed,1.44,2.75,1.53,2.7,1.56,2.8,1.49,2.65
33,London,Wimbledon,09/07/2019,Grand Slam,Outdoor,Grass,Quarterfinals,3,Strycova B.,Konta J.,54,18,1100,2430,7,6,6,1,,,2,0,Completed,3.2,1.36,3.07,1.43,3.32,1.45,2.99,1.4
33,London,Wimbledon,11/07/2019,Grand Slam,Outdoor,Grass,Semifinals,3,Halep S.,Svitolina E.,7,8,4063,3868,6,1,6,3,,,2,0,Completed,1.4,3,1.45,3.02,1.5,3.13,1.42,2.93
33,London,Wimbledon,11/07/2019,Grand Slam,Outdoor,Grass,Semifinals,3,Williams S.,Strycova B.,10,54,3411,1100,6,1,6,2,,,2,0,Completed,1.22,4.33,1.27,4.3,1.28,4.55,1.24,4.21
33,London,Wimbledon,13/07/2019,Grand Slam,Outdoor,Grass,The Final,3,Halep S.,Williams S.,7,10,4063,3411,6,2,6,2,,,2,0,Completed,2.65,1.54,2.61,1.57,2.7,1.59,2.57,1.53
